NUTS3;NUTS-3 LATIN;NUTS2;NUTS-2 LATIN;NUTS-1;Urban/Rural;Metropolitaans;Maritiem
MT001 - Malta;null;MT00 - Malta;null;MT0 - MALTA;;;
MT002 - Gozo and Comino / Għawdex u Kemmuna;null;MT00 - Malta;null;MT0 - MALTA;;;
